key,fare_amount,inr,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
2009-01-10 22:43:36,5.4,461.5137,2009-01-10 22:43:36 UTC,-73.994222,40.751229,-73.998331,40.744342,1
2012-07-12 0:59:02,3.3,282.03615,2012-07-12 00:59:02 UTC,-73.982371,40.765501,-73.985248,40.762808,1
2009-02-19 8:28:42,8.9,760.64295,2009-02-19 08:28:42 UTC,-73.977137,40.779272,-73.970457,40.757972,1
2014-01-16 14:58:09,17,1452.9135,2014-01-16 14:58:09 UTC,-73.9939,40.751714,-73.958575,40.76039,1
2015-01-04 9:17:47,12,1025.586,2015-01-04 09:17:47 UTC,-73.97952271,40.72731018,-73.98487854,40.76065063,1
2013-01-03 22:24:41,56.8,4854.4404,2013-01-03 22:24:41 UTC,-73.993498,40.764686,-73.993498,40.764686,1
2013-05-23 10:57:00,13.5,1153.78425,2013-05-23 10:57:00 UTC,-73.962043,40.805372,-73.988447,40.77014,1
2009-10-03 18:25:00,7.7,658.08435,2009-10-03 18:25:00 UTC,-73.983052,40.776055,-73.974093,40.763797,1
2011-08-15 13:55:53,13.3,1136.69115,2011-08-15 13:55:53 UTC,-73.9859,40.7277,-73.9825,40.7719,1
2012-05-25 3:19:00,14.9,1273.43595,2012-05-25 03:19:00 UTC,-73.997385,40.720822,-73.955628,40.782252,1
2012-12-09 2:12:29,7.5,640.99125,2012-12-09 02:12:29 UTC,-73.937809,40.850558,-73.944454,40.834959,1
2009-04-09 11:27:00,16.9,1444.36695,2009-04-09 11:27:00 UTC,-73.986593,40.759143,-74.001767,40.72012,1
2014-11-13 20:12:25,11,940.1205,2014-11-13 20:12:25 UTC,-73.958903,40.815239,-73.980862,40.78261,1
2010-03-05 22:41:05,6.5,555.52575,2010-03-05 22:41:05 UTC,-73.990305,40.756175,-74.003678,40.759173,1
2009-01-09 14:24:24,6.5,555.52575,2009-01-09 14:24:24 UTC,-73.968111,40.765625,-73.980863,40.75916,1
2009-07-10 1:01:00,5.3,452.96715,2009-07-10 01:01:00 UTC,-73.98973,40.734507,-74.001847,40.740387,1
2009-02-02 16:58:00,4.1,350.40855,2009-02-02 16:58:00 UTC,-73.954332,40.77406,-73.952558,40.766325,2
2015-06-17 17:52:03,9,769.1895,2015-06-17 17:52:03 UTC,-73.97213745,40.74988937,-73.9818573,40.73242569,1
2011-10-30 11:34:39,17.3,1478.55315,2011-10-30 11:34:39 UTC,-73.975307,40.757499,-74.010737,40.711715,3
2011-06-22 6:20:00,6.5,555.52575,2011-06-22 06:20:00 UTC,-73.997925,40.749805,-74.003443,40.754337,2
2013-10-19 20:21:00,20,1709.31,2013-10-19 20:21:00 UTC,-73.977453,40.785215,-73.98595,40.734955,1
2014-08-22 14:58:01,13,1111.0515,2014-08-22 14:58:01 UTC,-73.993619,40.749808,-73.992512,40.756546,2
2014-05-05 19:27:00,6,512.793,2014-05-05 19:27:00 UTC,0,0,0,0,1
2013-01-02 19:16:00,5.5,470.06025,2013-01-02 19:16:00 UTC,-73.968242,40.762112,-73.979687,40.765432,1
2012-12-22 15:35:00,15.5,1324.71525,2012-12-22 15:35:00 UTC,-73.989945,40.73399,-73.95831,40.780797,1
2015-02-16 11:19:55,8.5,726.45675,2015-02-16 11:19:55 UTC,-73.99765015,40.73622131,-73.98181152,40.76134872,2
2013-02-01 20:56:22,7.5,640.99125,2013-02-01 20:56:22 UTC,-73.997933,40.756223,-73.981529,40.742386,1
2009-05-20 10:23:00,6.9,589.71195,2009-05-20 10:23:00 UTC,-73.949458,40.773348,-73.964993,40.76659,5
2015-05-17 14:56:39,21,1794.7755,2015-05-17 14:56:39 UTC,-73.95431519,40.76970291,-73.99013519,40.75743866,1
2012-06-28 20:10:44,4.1,350.40855,2012-06-28 20:10:44 UTC,-73.994554,40.721011,-73.989079,40.722964,2
2011-12-10 1:43:00,5.7,487.15335,2011-12-10 01:43:00 UTC,-73.990968,40.72757,-73.99137,40.74472,1
2009-03-11 9:31:02,19.3,1649.48415,2009-03-11 09:31:02 UTC,-74.013173,40.704148,-73.984285,40.754962,1
2010-12-11 4:25:12,17.3,1478.55315,2010-12-11 04:25:12 UTC,-73.995721,40.767201,-73.951222,40.723918,4
2014-04-15 9:19:00,12,1025.586,2014-04-15 09:19:00 UTC,-74.010142,40.719717,-74.013625,40.702315,1
2012-04-05 20:21:06,11.3,965.76015,2012-04-05 20:21:06 UTC,-73.981496,40.768334,-73.956104,40.804763,1
2010-04-25 20:11:00,9.7,829.01535,2010-04-25 20:11:00 UTC,-73.94984,40.796042,-73.962738,40.759112,3
2012-05-02 19:12:40,4.9,418.78095,2012-05-02 19:12:40 UTC,-73.986989,40.7208,-73.976607,40.722857,1
2015-05-28 13:31:03,11,940.1205,2015-05-28 13:31:03 UTC,-73.96671295,40.80403519,-73.93840027,40.79726791,1
2015-05-21 1:35:16,3.5,299.12925,2015-05-21 01:35:16 UTC,-73.97534943,40.752491,-73.97386169,40.74888992,2
2012-06-24 1:35:45,26.1,2230.64955,2012-06-24 01:35:45 UTC,-73.976132,40.744211,-73.90495,40.876687,2
2010-10-16 21:23:00,8.1,692.27055,2010-10-16 21:23:00 UTC,-73.982543,40.731653,-73.954875,40.768787,5
2009-08-07 10:43:07,49.57,4236.524835,2009-08-07 10:43:07 UTC,-73.975058,40.78882,-73.975058,40.78882,1
2010-09-08 10:16:01,7.7,658.08435,2010-09-08 10:16:01 UTC,-73.987383,40.721255,-73.954733,40.730683,1
2012-04-05 18:10:00,5.3,452.96715,2012-04-05 18:10:00 UTC,-73.971503,40.760135,-73.961437,40.768975,1
2010-09-22 12:15:00,4.5,384.59475,2010-09-22 12:15:00 UTC,-73.98192,40.761172,-74.016152,40.704765,1
2010-01-23 3:24:00,7.3,623.89815,2010-01-23 03:24:00 UTC,-74.008325,40.725947,-73.988232,40.720322,1
2013-02-15 18:49:00,6.5,555.52575,2013-02-15 18:49:00 UTC,-73.992605,40.733957,-73.980698,40.742135,1
2012-08-12 18:48:00,5.3,452.96715,2012-08-12 18:48:00 UTC,-73.986465,40.755052,-73.996115,40.744817,3
2010-03-12 12:07:38,9.3,794.82915,2010-03-12 12:07:38 UTC,-73.95771,40.765555,-73.970059,40.762758,1
2011-12-02 14:07:00,6.1,521.33955,2011-12-02 14:07:00 UTC,0,0,0,0,1
2009-04-14 11:49:40,3.7,316.22235,2009-04-14 11:49:40 UTC,-73.976459,40.744077,-73.983699,40.734203,1
2014-04-27 13:02:13,4,341.862,2014-04-27 13:02:13 UTC,-73.950582,40.786452,-73.9575,40.776686,1
2015-04-11 8:47:47,9.5,811.92225,2015-04-11 08:47:47 UTC,-73.9784317,40.75239944,-74.00042725,40.74211884,1
2011-10-03 20:29:00,4.5,384.59475,2011-10-03 20:29:00 UTC,-73.990055,40.756413,-73.983047,40.756727,3
2010-04-26 3:12:44,3.3,282.03615,2010-04-26 03:12:44 UTC,-73.982326,40.731314,-73.989649,40.734398,1
2011-11-18 9:51:00,30.9,2640.88395,2011-11-18 09:51:00 UTC,-73.995888,40.759078,-73.865005,40.770452,1
2009-08-30 14:03:55,26.9,2299.02195,2009-08-30 14:03:55 UTC,-73.990137,40.756007,-73.929361,40.774553,1
2014-02-19 18:02:00,9,769.1895,2014-02-19 18:02:00 UTC,-73.95828,40.7689,-73.97351,40.782907,5
2011-02-20 21:01:58,4.1,350.40855,2011-02-20 21:01:58 UTC,-73.977633,40.753166,-73.981589,40.757359,1
2011-02-04 11:48:00,14.9,1273.43595,2011-02-04 11:48:00 UTC,-73.962218,40.640218,-73.968043,40.640505,1
2009-07-31 9:29:00,6.5,555.52575,2009-07-31 09:29:00 UTC,-74.000545,40.737462,-74.009545,40.713217,5
2015-05-15 18:58:16,43,3675.0165,2015-05-15 18:58:16 UTC,-73.86270142,40.76895905,-73.9990921,40.74182892,2
2012-12-04 22:12:00,8,683.724,2012-12-04 22:12:00 UTC,-73.984463,40.742792,-73.97735,40.761375,5
2015-04-21 1:38:11,6,512.793,2015-04-21 01:38:11 UTC,-73.95018768,40.7192955,-73.94046021,40.72421265,1
2013-05-03 18:26:00,4,341.862,2013-05-03 18:26:00 UTC,-73.988752,40.758687,-73.98508,40.773772,1
2010-03-30 21:29:00,3.7,316.22235,2010-03-30 21:29:00 UTC,-73.984218,40.732007,-73.979443,40.727617,5
2012-03-07 17:34:45,10.1,863.20155,2012-03-07 17:34:45 UTC,-73.99268,40.768321,-74.00233,40.746864,2
2015-01-30 22:04:27,18,1538.379,2015-01-30 22:04:27 UTC,-73.95474243,40.68746948,-73.98821259,40.73051071,1
2009-02-04 18:22:03,5.7,487.15335,2009-02-04 18:22:03 UTC,-73.988433,40.737176,-73.981018,40.747329,1
2012-06-10 15:18:00,6.5,555.52575,2012-06-10 15:18:00 UTC,-73.964187,40.757303,-73.983382,40.743835,1
2009-05-15 21:06:32,35.3,3016.93215,2009-05-15 21:06:32 UTC,-73.776743,40.645374,-73.913408,40.745943,1
2012-07-19 17:49:00,6.1,521.33955,2012-07-19 17:49:00 UTC,-73.997893,40.735897,-74.006543,40.746245,5
2011-06-19 18:23:00,4.9,418.78095,2011-06-19 18:23:00 UTC,-73.985758,40.753255,-73.98142,40.746513,1
2011-07-22 22:06:41,6.1,521.33955,2011-07-22 22:06:41 UTC,-73.9956,40.754782,-74.002493,40.734401,1
2013-02-25 15:56:00,10,854.655,2013-02-25 15:56:00 UTC,-73.976022,40.76004,-73.982853,40.74504,1
2014-06-15 15:25:59,10.5,897.38775,2014-06-15 15:25:59 UTC,-73.988604,40.778445,-73.994931,40.749954,1
2012-04-25 18:17:58,8.9,760.64295,2012-04-25 18:17:58 UTC,-73.997975,40.720503,-74.001847,40.737797,1
2010-08-20 19:39:48,6.5,555.52575,2010-08-20 19:39:48 UTC,0,0,0,0,1
2013-03-28 14:03:00,13,1111.0515,2013-03-28 14:03:00 UTC,-74.006395,40.749657,-73.978468,40.753897,5
2012-01-25 0:20:00,6.9,589.71195,2012-01-25 00:20:00 UTC,-73.990318,40.737122,-73.97627,40.744955,1
2009-11-02 9:27:00,9.7,829.01535,2009-11-02 09:27:00 UTC,-73.982613,40.771843,-73.978862,40.754318,2
2009-09-12 1:47:00,10.1,863.20155,2009-09-12 01:47:00 UTC,-73.980253,40.765255,-73.974253,40.731925,2
2011-07-06 17:15:14,9.7,829.01535,2011-07-06 17:15:14 UTC,-73.954797,40.767289,-73.974788,40.754888,1
2010-09-21 12:38:00,5.3,452.96715,2010-09-21 12:38:00 UTC,-73.956158,40.781593,-73.966138,40.773645,1
2010-01-14 6:47:15,5.7,487.15335,2010-01-14 06:47:15 UTC,-73.991201,40.750336,-73.977786,40.75239,1
2014-11-10 5:48:48,7.5,640.99125,2014-11-10 05:48:48 UTC,-73.975132,40.73302,-73.977113,40.752058,1
2010-09-10 16:28:00,10.5,897.38775,2010-09-10 16:28:00 UTC,-73.995627,40.749295,-73.965087,40.77161,1
2010-11-24 18:13:00,6.1,521.33955,2010-11-24 18:13:00 UTC,-73.985523,40.760627,-73.989185,40.774452,1
2015-04-04 22:40:32,6.5,555.52575,2015-04-04 22:40:32 UTC,-74.00299072,40.73112869,-74.00541687,40.74004364,1
2009-01-04 13:51:00,7.7,658.08435,2009-01-04 13:51:00 UTC,-73.962497,40.76308,-73.98472,40.736343,1
2010-03-20 15:43:00,6.9,589.71195,2010-03-20 15:43:00 UTC,0,0,0,0,2
2010-09-22 0:13:20,6.1,521.33955,2010-09-22 00:13:20 UTC,-74.001561,40.735996,-73.986623,40.74737,2
2009-06-02 0:29:00,8.9,760.64295,2009-06-02 00:29:00 UTC,-74.008055,40.711553,-73.997185,40.679587,1
2013-08-18 1:30:00,9,769.1895,2013-08-18 01:30:00 UTC,-73.978163,40.74563,-73.952042,40.773192,2
2014-09-23 0:15:52,15,1281.9825,2014-09-23 00:15:52 UTC,-73.994126,40.750917,-73.949428,40.781336,1
2015-01-14 21:56:18,15,1281.9825,2015-01-14 21:56:18 UTC,-73.98861694,40.74912643,-73.95635986,40.74752045,4
2009-09-03 14:52:00,12.9,1102.50495,2009-09-03 14:52:00 UTC,-74.010698,40.710985,-73.991138,40.750717,1
2014-04-21 20:40:00,7.5,640.99125,2014-04-21 20:40:00 UTC,-73.976543,40.788207,-73.954575,40.777842,1
2015-04-06 19:31:59,9.5,811.92225,2015-04-06 19:31:59 UTC,-74.0065918,40.74441147,-73.9863739,40.74319077,2
2011-09-13 12:05:30,5.3,452.96715,2011-09-13 12:05:30 UTC,-73.965744,40.754379,-73.9672,40.765067,1
2015-02-10 15:21:15,8,683.724,2015-02-10 15:21:15 UTC,-73.99436951,40.7466774,-73.97766876,40.73911667,1
2009-12-01 11:47:00,11.3,965.76015,2009-12-01 11:47:00 UTC,-73.944435,40.778137,-73.980463,40.782295,3
2015-06-16 9:54:20,38.54,3293.84037,2015-06-16 09:54:20 UTC,-73.86276245,40.7687912,-73.97873688,40.75304031,6
2009-09-04 10:58:06,6.1,521.33955,2009-09-04 10:58:06 UTC,-73.968942,40.785745,-73.963131,40.774204,1
2015-02-13 23:24:04,18,1538.379,2015-02-13 23:24:04 UTC,-73.98103333,40.75872803,-73.95498657,40.73442078,2
2015-04-04 11:38:38,6,512.793,2015-04-04 11:38:38 UTC,-73.98799133,40.7493782,-73.98880768,40.75851822,1
2013-05-10 15:10:00,12.5,1068.31875,2013-05-10 15:10:00 UTC,-73.991377,40.70255,-73.999735,40.734407,1
2010-04-13 0:10:05,16.5,1410.18075,2010-04-13 00:10:05 UTC,-73.987152,40.750756,-73.90238,40.741637,1
2013-01-30 14:17:55,5.5,470.06025,2013-01-30 14:17:55 UTC,-73.974978,40.762812,-73.981365,40.756102,1
2011-10-19 10:19:31,13.7,1170.87735,2011-10-19 10:19:31 UTC,-73.992956,40.754508,-73.999118,40.722575,1
2010-11-15 18:45:00,8.9,760.64295,2010-11-15 18:45:00 UTC,-74.00662,40.704113,-74.009975,40.735007,1
2015-02-10 5:50:51,4,341.862,2015-02-10 05:50:51 UTC,-73.94662476,40.77677917,-73.95352936,40.77990723,5
2010-05-24 17:57:00,4.9,418.78095,2010-05-24 17:57:00 UTC,-73.976452,40.780742,-73.980342,40.770673,2
2010-06-01 14:13:38,4.9,418.78095,2010-06-01 14:13:38 UTC,-73.968681,40.754807,-73.97859,40.756029,1
2012-09-19 13:52:17,8.5,726.45675,2012-09-19 13:52:17 UTC,-73.958542,40.780734,-73.975443,40.777022,2
2011-02-14 10:17:48,3.7,316.22235,2011-02-14 10:17:48 UTC,-73.980351,40.780344,-73.980011,40.785561,1
2014-06-24 9:52:00,6.5,555.52575,2014-06-24 09:52:00 UTC,-74.015122,40.715795,-74.008495,40.72814,5
2009-09-08 20:54:13,4.9,418.78095,2009-09-08 20:54:13 UTC,-73.97647,40.735987,-73.981563,40.728817,1
2012-01-12 16:39:00,9.3,794.82915,2012-01-12 16:39:00 UTC,-73.954282,40.764102,-73.973425,40.782708,1
2012-10-16 13:13:00,29,2478.4995,2012-10-16 13:13:00 UTC,-73.8709,40.7738,-73.981742,40.767455,1
2010-01-29 19:26:41,6.5,555.52575,2010-01-29 19:26:41 UTC,-73.985129,40.778954,-73.980585,40.765687,1
2009-01-26 20:46:01,8.2,700.8171,2009-01-26 20:46:01 UTC,-73.98349,40.765833,-73.961351,40.768866,1
2013-05-30 20:38:11,11,940.1205,2013-05-30 20:38:11 UTC,-73.988536,40.753911,-73.989873,40.726236,3
2014-01-22 21:01:18,4.5,384.59475,2014-01-22 21:01:18 UTC,-73.992937,40.75778,-73.992937,40.75778,1
2013-06-08 7:24:00,4.5,384.59475,2013-06-08 07:24:00 UTC,-73.992667,40.753087,-73.986788,40.761582,5
2014-04-19 2:10:00,9,769.1895,2014-04-19 02:10:00 UTC,-73.997222,40.763667,-74.010617,40.730022,3
2010-07-14 17:38:00,14.5,1239.24975,2010-07-14 17:38:00 UTC,0.001782,0.00738,0.000875,0.00567,1
2013-10-14 20:28:00,5,427.3275,2013-10-14 20:28:00 UTC,-73.97274,40.798322,-73.961262,40.806462,1
2012-06-26 8:43:49,7.3,623.89815,2012-06-26 08:43:49 UTC,-73.989391,40.752278,-73.972785,40.74995,1
2015-02-26 2:30:00,9.5,811.92225,2015-02-26 02:30:00 UTC,-73.98402405,40.72166061,-74.01074982,40.71681213,1
2015-02-18 1:55:20,7.5,640.99125,2015-02-18 01:55:20 UTC,-74.00408173,40.74240112,-73.98440552,40.74317169,1
2010-11-13 0:25:33,7.7,658.08435,2010-11-13 00:25:33 UTC,-73.974445,40.764015,-73.983595,40.744184,2
2009-05-26 21:57:00,9.7,829.01535,2009-05-26 21:57:00 UTC,-74.007912,40.73873,-73.977505,40.761727,1
2015-01-16 19:54:02,15,1281.9825,2015-01-16 19:54:02 UTC,-74.00211334,40.75183868,-73.99172211,40.7264595,1
2013-05-16 22:16:45,8,683.724,2013-05-16 22:16:45 UTC,-73.995759,40.759149,-73.991388,40.750227,3
2010-10-06 19:29:00,13.7,1170.87735,2010-10-06 19:29:00 UTC,-73.985623,40.763017,-74.009812,40.719408,5
2015-01-10 12:39:47,6,512.793,2015-01-10 12:39:47 UTC,-73.98212433,40.75581741,-73.9708252,40.75574875,1
2011-06-17 21:30:00,7.7,658.08435,2011-06-17 21:30:00 UTC,-73.977147,40.789653,-73.954115,40.773782,5
2011-09-14 20:56:00,10.5,897.38775,2011-09-14 20:56:00 UTC,-73.981387,40.758807,-73.947467,40.779305,1
2013-01-30 18:53:09,22,1880.241,2013-01-30 18:53:09 UTC,-73.983363,40.744282,-73.973965,40.795451,1
2014-03-25 20:14:00,7.5,640.99125,2014-03-25 20:14:00 UTC,-73.97287,40.76444,-73.98842,40.76914,1
2015-02-25 19:43:28,11.5,982.85325,2015-02-25 19:43:28 UTC,-73.96995544,40.78917694,-73.94616699,40.77772903,5
2012-03-02 20:16:00,4.5,384.59475,2012-03-02 20:16:00 UTC,-73.98613,40.763425,-73.977522,40.765007,5
2011-05-05 20:41:00,8.1,692.27055,2011-05-05 20:41:00 UTC,-73.96494,40.775277,-73.975652,40.791703,1
2012-01-25 10:01:00,14.5,1239.24975,2012-01-25 10:01:00 UTC,-73.954252,40.7665,-73.989683,40.736847,1
2012-11-17 23:42:10,18,1538.379,2012-11-17 23:42:10 UTC,-73.965344,40.806353,-73.976358,40.750622,1
2010-09-10 1:17:00,8.1,692.27055,2010-09-10 01:17:00 UTC,-73.982563,40.727365,-73.953233,40.777548,1
2011-09-13 13:21:49,4.5,384.59475,2011-09-13 13:21:49 UTC,-73.995027,40.744631,-74.000213,40.7352,1
2011-10-08 20:06:00,3.3,282.03615,2011-10-08 20:06:00 UTC,-74.001113,40.741735,-73.998253,40.745095,3
2012-05-13 13:54:45,19.7,1683.67035,2012-05-13 13:54:45 UTC,-73.963411,40.798469,-74.000779,40.729345,1
2012-04-14 2:17:00,8.1,692.27055,2012-04-14 02:17:00 UTC,-73.981785,40.763397,-74.004152,40.742437,1
2010-09-24 12:14:00,6.5,555.52575,2010-09-24 12:14:00 UTC,-73.972497,40.75278,-73.95885,40.763898,3
2014-05-28 1:00:00,14.5,1239.24975,2014-05-28 01:00:00 UTC,-74.005477,40.738575,-73.972722,40.756735,5
2009-05-12 10:32:00,24,2051.172,2009-05-12 10:32:00 UTC,-73.981558,40.783752,-73.900931,40.893366,1
2012-08-07 20:53:18,10.5,897.38775,2012-08-07 20:53:18 UTC,-73.96593,40.805358,-73.949923,40.778868,1
2009-09-24 16:21:42,8.9,760.64295,2009-09-24 16:21:42 UTC,-73.95208,40.790119,-73.963637,40.79809,1
2011-04-03 0:01:40,14.1,1205.06355,2011-04-03 00:01:40 UTC,-74.00019,40.718336,-73.956801,40.764745,1
2012-03-22 7:14:24,6.1,521.33955,2012-03-22 07:14:24 UTC,-73.965017,40.764308,-73.981057,40.760887,1
2011-04-22 10:14:49,7.3,623.89815,2011-04-22 10:14:49 UTC,-73.984784,40.736512,-73.976727,40.751746,1
2012-11-14 21:24:52,23,1965.7065,2012-11-14 21:24:52 UTC,-73.863088,40.769212,-73.95195,40.729382,1
2009-11-16 21:23:00,5.3,452.96715,2009-11-16 21:23:00 UTC,-74.00921,40.706383,-74.009173,40.716762,1
2010-11-13 7:21:00,45,3845.9475,2010-11-13 07:21:00 UTC,-73.971663,40.757812,-73.789273,40.64179,1
2011-06-08 4:32:42,20.1,1717.85655,2011-06-08 04:32:42 UTC,-73.990166,40.756562,-73.923268,40.825475,2
2011-11-04 1:30:04,5.7,487.15335,2011-11-04 01:30:04 UTC,-74.001563,40.739345,-74.008126,40.723898,1
2009-03-24 23:06:00,3.7,316.22235,2009-03-24 23:06:00 UTC,-73.974302,40.761193,-73.971943,40.759643,5
2013-09-03 7:36:50,5.5,470.06025,2013-09-03 07:36:50 UTC,-73.985698,40.748747,-73.974357,40.744135,1
2010-05-15 19:25:39,6.1,521.33955,2010-05-15 19:25:39 UTC,-73.978788,40.755519,-73.975802,40.765463,1
2011-01-16 0:21:00,8.5,726.45675,2011-01-16 00:21:00 UTC,-73.959753,40.777137,-73.966547,40.804235,1
2010-05-26 16:15:00,4.1,350.40855,2010-05-26 16:15:00 UTC,-73.959427,40.774613,-73.952647,40.780213,5
2015-05-01 17:29:32,8,683.724,2015-05-01 17:29:32 UTC,-73.99208069,40.75920868,-73.98408508,40.78045654,1
2013-09-21 18:38:40,9.5,811.92225,2013-09-21 18:38:40 UTC,-73.995559,40.695197,-73.974702,40.687741,1
2009-02-17 18:07:37,17.5,1495.64625,2009-02-17 18:07:37 UTC,-73.97411,40.750564,-73.88238,40.755801,1
2009-05-11 19:55:08,4.1,350.40855,2009-05-11 19:55:08 UTC,-73.959091,40.799481,-73.967406,40.802026,1
2011-06-07 22:37:09,15.7,1341.80835,2011-06-07 22:37:09 UTC,-73.9773,40.7519,-74.0125,40.7015,1
2009-05-31 5:41:33,5.3,452.96715,2009-05-31 05:41:33 UTC,-73.934317,40.797407,-73.917871,40.807013,1
2010-06-16 19:34:22,9.7,829.01535,2010-06-16 19:34:22 UTC,-74.012526,40.707816,-73.987547,40.744759,2
2012-03-03 21:56:00,8.9,760.64295,2012-03-03 21:56:00 UTC,-74.007392,40.733257,-73.987243,40.729388,4
